LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND
11;2;2050801;2019;6;1;5;3;5;2;2;1;1;0;0;0;0;1
11;1;1033203;2019;8;11;2;3;5;3;0;1;0;0;0;0;1;0
11;1;1044201;2019;12;5;5;3;6;2;2;0;1;1;0;0;0;1
11;3;3061434;2019;5;11;7;3;5;2;0;1;1;0;0;0;0;0
11;7;7070706;2019;7;7;6;3;5;3;0;1;1;0;0;0;0;1
11;12;12103218;2019;11;5;6;3;4;6;2;1;0;0;0;0;0;1
11;1;1011303;2019;7;8;5;3;2;6;0;0;1;0;1;0;0;0
11;9;9020601;2019;9;9;5;3;5;3;0;0;1;0;0;0;1;0
11;7;7050502;2019;4;13;3;2;6;6;0;1;0;1;0;0;0;0
11;2;2040703;2019;10;16;5;3;2;7;0;0;1;0;0;0;0;1
11;3;3040614;2019;8;14;1;3;2;6;0;0;1;0;0;0;0;0
11;11;11030721;2019;5;8;7;3;2;6;0;0;1;0;0;0;1;0
11;1;1044203;2019;7;15;5;3;1;5;0;0;1;0;1;0;0;0
11;9;9010102;2019;4;13;3;3;6;4;0;0;1;1;0;0;0;0
11;3;3010104;2019;11;17;1;3;2;6;2;0;1;0;0;0;0;1
11;2;2050602;2019;6;8;7;3;6;4;0;0;1;1;0;0;0;0
11;7;7040405;2019;12;18;5;3;3;6;2;0;1;0;0;0;0;0
11;4;4020314;2019;7;12;5;2;0;1;0;0;0;0;1;0;0;0
11;4;4041239;2019;4;14;3;3;2;6;0;0;1;0;0;0;0;0
11;4;4020311;2019;10;14;7;2;0;7;0;0;1;0;0;0;1;0
11;3;3010104;2019;8;13;1;3;2;6;0;0;1;0;0;0;0;0
11;12;12304314;2019;7;17;4;3;8;7;0;0;1;0;0;0;0;0
11;4;4051549;2019;4;15;3;3;2;6;0;0;1;0;0;0;0;0
11;1;1011303;2019;10;6;4;3;2;7;2;0;1;0;0;0;0;1
11;5;5020628;2019;6;9;6;3;0;2;0;1;1;0;0;0;0;0
11;7;7030303;2019;8;18;1;2;8;1;0;0;1;0;0;0;0;0
11;4;4041137;2019;12;19;7;3;9;1;2;0;1;0;0;0;0;0
11;4;4041137;2019;5;19;7;3;2;6;0;0;1;0;0;0;0;0
11;8;8020619;2019;4;15;3;3;2;6;0;0;1;0;0;0;0;0
11;4;4020310;2019;11;12;2;3;2;6;0;0;1;0;0;0;0;0
11;12;12214125;2019;5;12;7;3;2;6;0;0;1;0;0;0;0;0
11;9;9010301;2019;11;18;7;2;6;4;2;0;1;1;0;0;0;0
11;4;4041239;2019;7;14;4;3;2;6;0;0;1;0;0;0;0;0
11;7;7060604;2019;4;7;3;3;6;7;0;0;1;1;0;0;0;0
11;4;4051656;2019;7;17;4;3;2;6;0;0;1;0;0;0;0;0
11;9;9010101;2019;4;7;3;3;6;4;0;0;0;1;1;0;0;0
11;12;12103115;2019;11;20;2;3;5;2;2;0;1;0;0;0;0;1
11;7;7030303;2019;6;11;2;2;0;1;0;0;0;0;1;0;0;0
11;4;4010103;2019;8;16;7;3;2;6;0;0;1;0;0;0;0;0
11;12;4010101;2019;12;14;6;3;2;6;0;0;1;0;0;0;0;1
11;3;3020209;2019;7;6;4;3;5;2;0;1;0;0;0;0;1;0
11;3;3061434;2019;4;7;2;3;0;2;0;1;1;0;0;0;1;1
11;11;11030721;2019;10;7;2;3;0;2;0;1;1;0;0;0;0;0
11;10;10030726;2019;8;14;7;3;2;6;0;0;1;0;0;0;0;0
11;1;1011102;2019;7;6;4;3;3;6;0;0;1;0;0;1;0;0
11;8;8020619;2019;4;6;2;3;5;3;2;0;1;0;0;1;0;0
11;4;4041134;2019;10;23;6;2;8;1;2;0;1;0;0;0;0;1
11;1;1011303;2019;6;16;6;3;5;3;0;1;0;0;0;0;1;0
11;12;12103219;2019;8;13;7;3;5;2;0;1;1;0;0;0;0;0
11;7;7050502;2019;5;12;7;3;4;6;0;1;0;0;0;0;0;0
11;3;3061434;2019;4;5;2;3;5;3;2;0;1;0;0;0;0;0
11;3;3061332;2019;11;15;3;3;6;2;0;0;1;1;0;0;0;0
11;10;10040933;2019;5;14;7;3;2;6;0;0;1;0;0;0;0;0
11;12;12214422;2019;11;12;7;3;5;3;0;0;1;0;0;0;0;0
11;6;6040703;2019;7;10;3;3;1;5;0;0;1;0;0;0;0;0
11;4;4020310;2019;4;16;2;3;2;6;0;0;1;0;0;1;0;0
11;6;6040701;2019;10;16;3;2;5;2;0;1;1;0;0;0;0;0
11;3;3050925;2019;8;11;7;3;1;5;0;0;1;0;0;0;0;0
11;1;1011105;2019;7;17;3;3;2;6;0;0;1;0;0;0;0;0
11;9;9010101;2019;4;14;2;3;2;6;0;0;1;0;0;0;0;0
11;1;1044201;2019;9;0;7;3;5;3;2;0;1;0;0;0;0;0
11;4;4041137;2019;6;20;2;3;2;6;0;0;1;0;0;0;1;0
11;10;10040933;2019;8;7;7;3;2;6;0;0;1;0;0;0;0;0
11;4;4010101;2019;12;13;4;3;2;6;0;0;1;0;0;0;0;0
11;4;4041137;2019;5;14;7;2;2;6;0;0;1;0;0;0;0;0
11;4;4020310;2019;7;9;3;3;2;6;0;0;1;0;0;0;1;0
11;7;7070701;2019;4;13;2;3;1;1;0;0;1;0;0;0;0;0
11;4;4041137;2019;11;20;4;3;5;3;2;0;1;0;0;0;0;1
11;2;2010101;2019;11;18;7;3;5;3;2;0;1;0;0;0;0;0
11;2;2020201;2019;7;22;3;3;5;3;2;1;1;0;0;0;0;0
11;9;9010101;2019;4;10;2;3;5;2;0;1;1;0;0;0;0;0
11;4;4030417;2019;10;10;3;3;3;6;0;0;1;0;0;0;1;0
11;4;4020310;2019;8;12;6;2;2;6;0;0;1;0;0;0;0;0
11;7;7050501;2019;5;16;7;3;2;2;0;0;1;0;1;0;0;0
11;7;7050502;2019;7;19;3;3;5;3;0;0;0;0;1;0;1;0
11;3;3071639;2019;4;9;2;3;3;6;0;1;1;0;0;0;0;0
11;4;4010101;2019;11;11;6;3;2;6;0;0;1;0;0;0;0;0
11;2;2050802;2019;6;7;5;3;3;6;0;0;1;0;1;0;0;1
11;7;7040403;2019;8;18;6;3;1;5;0;1;1;0;0;0;0;0
11;11;11030721;2019;12;8;3;3;5;2;0;1;1;0;0;0;0;1
11;3;3061332;2019;5;23;6;2;6;4;2;0;1;1;0;0;0;0
11;2;2020202;2019;7;19;2;3;2;6;0;0;1;0;0;0;0;0
11;6;6040701;2019;10;14;5;3;5;5;0;0;1;0;0;0;0;0
11;6;6030605;2019;7;22;2;3;0;1;2;1;0;0;0;0;0;0
11;7;7020203;2019;9;20;5;3;2;6;2;0;1;0;1;0;0;0
11;4;4030417;2019;4;9;2;3;5;3;0;0;1;0;1;0;0;0
11;1;1011204;2019;10;22;4;3;2;6;2;0;1;0;0;0;0;0
11;7;7040401;2019;8;18;6;3;0;7;0;1;0;0;0;0;0;0
11;2;2050803;2019;5;23;6;3;2;6;2;0;1;0;0;0;0;0
11;7;7020202;2019;7;14;2;2;0;1;0;0;0;0;1;0;0;1
11;1;1033203;2019;4;8;2;3;5;3;0;1;1;0;0;0;0;0
11;7;7060604;2019;11;16;7;3;0;3;1;1;1;0;0;0;0;0
11;4;4030622;2019;6;19;7;3;2;6;0;0;1;0;0;0;0;0
11;1;1022202;2019;12;11;4;3;5;3;0;0;1;0;0;0;0;0
11;2;2020202;2019;7;19;1;3;0;2;0;1;1;0;0;0;0;0
11;3;3020209;2019;4;7;2;2;0;7;0;0;1;0;0;0;0;0
11;7;7040402;2019;10;19;6;3;2;6;2;0;1;0;1;0;0;0
11;9;9020601;2019;8;17;6;2;5;3;0;1;1;0;0;0;0;0
11;7;7010104;2019;7;23;1;3;0;6;2;0;1;0;0;0;1;0
11;2;2050602;2019;3;16;1;3;5;3;0;1;0;0;1;0;0;0
11;1;1011303;2019;10;8;4;2;5;2;0;0;1;0;0;0;0;1
11;7;7040403;2019;6;19;5;3;2;6;0;0;1;0;0;0;0;0
11;2;2020203;2019;8;23;6;3;1;5;2;1;1;0;0;0;1;0
11;2;2050601;2019;12;19;6;3;6;4;1;0;1;1;0;0;0;1
11;1;1022202;2019;5;17;6;3;2;6;0;0;1;0;0;0;0;0
11;12;12231101;2019;3;19;1;3;0;1;1;0;0;0;1;0;0;0
11;2;2050602;2019;11;6;1;3;9;1;2;0;1;0;0;0;0;0
11;3;3020209;2019;5;10;6;3;3;1;0;1;1;0;0;0;0;0
11;3;3050925;2019;11;18;5;3;6;2;2;0;1;1;0;0;0;1
11;1;1044201;2019;7;6;1;3;5;2;0;0;1;0;0;0;0;0
11;4;4010102;2019;3;16;1;2;3;6;0;0;1;0;1;0;0;0
11;1;1033203;2019;10;1;1;2;5;2;2;0;1;0;0;0;0;0
11;7;7040403;2019;8;16;6;3;2;6;0;0;1;0;0;0;0;0
11;4;4020314;2019;5;16;6;3;3;6;0;0;1;0;0;0;0;0
11;9;9020601;2019;7;23;7;3;0;4;2;0;0;1;1;0;0;1
11;1;1011303;2019;3;12;7;3;6;4;0;0;1;1;0;0;0;0
11;7;7020203;2019;6;23;7;3;1;5;2;1;1;0;0;0;0;0
11;3;3061126;2019;8;15;6;2;5;2;0;1;0;0;0;0;1;0
11;6;6040703;2019;12;13;2;3;5;2;0;0;1;0;0;0;0;1
11;1;1011303;2019;5;9;6;3;5;2;0;1;1;0;0;0;0;0
11;7;7060604;2019;7;16;7;2;5;3;0;0;1;0;0;0;0;0
11;3;3010104;2019;3;10;6;3;2;6;0;0;1;0;0;0;0;0
11;9;9010402;2019;11;17;2;3;2;6;2;0;1;0;0;1;0;0
11;12;12231101;2019;7;15;7;3;5;3;0;1;1;0;0;0;0;0
11;3;3010102;2019;3;16;6;2;2;6;0;0;1;0;0;0;0;0
11;3;3061332;2019;10;19;1;3;5;7;2;1;0;0;0;0;1;1
11;8;8020619;2019;8;15;6;3;2;6;0;0;1;0;0;0;0;0
11;7;7040401;2019;5;12;6;3;2;7;0;0;1;0;0;0;0;0
11;7;7050502;2019;7;13;7;3;2;2;0;0;1;0;1;0;0;0
11;4;4030621;2019;3;19;6;3;0;1;2;1;0;0;0;0;0;0
11;12;12231101;2019;11;13;4;2;6;2;0;0;1;1;0;0;0;0
11;3;3071633;2019;10;14;2;3;6;4;0;1;0;1;0;0;0;0
11;11;11010101;2019;8;11;6;3;5;3;0;1;1;0;0;0;0;0
11;7;7040403;2019;5;9;6;2;0;7;0;0;1;0;0;0;0;0
11;7;7050502;2019;7;12;7;3;2;3;0;0;1;0;0;0;0;0
11;9;9010101;2019;3;11;5;3;5;3;0;0;1;0;0;0;1;1
11;6;6030605;2019;6;12;2;3;5;2;0;0;0;0;1;0;0;0
11;4;4030623;2019;8;12;6;3;2;6;0;0;1;0;1;0;0;0
11;12;12301205;2019;12;17;2;3;6;2;2;0;0;1;0;0;1;0
11;7;7020202;2019;5;12;5;3;0;7;0;1;0;0;0;0;1;1
11;1;1044201;2019;7;9;6;2;5;2;0;1;0;0;0;1;0;0
11;4;4041137;2019;3;15;5;3;2;6;0;0;1;0;0;0;1;0
11;7;7050502;2019;11;16;3;3;0;6;1;0;1;0;0;0;1;0
11;3;3061434;2019;11;18;6;3;2;6;2;0;1;0;0;0;0;0
11;7;7040403;2019;7;21;6;3;5;2;2;0;1;0;1;0;0;0
11;4;4020313;2019;3;19;5;3;3;6;2;0;1;0;0;0;0;1
11;1;1011303;2019;10;20;2;3;3;2;2;1;1;0;0;0;0;0
11;3;3061126;2019;8;7;6;3;3;6;0;0;1;0;1;0;0;0
11;12;12103218;2019;5;10;5;3;0;3;0;1;1;0;0;0;0;1
11;2;2040701;2019;7;18;6;3;3;2;0;0;1;0;1;0;0;0
11;1;1033203;2019;3;8;4;3;5;2;0;1;1;0;0;0;0;0
11;4;4030417;2019;11;16;4;3;6;4;2;0;1;1;0;0;0;0
11;10;10040830;2019;6;16;4;2;2;6;0;0;0;0;1;0;1;0
11;1;1011303;2019;8;0;6;3;0;7;2;0;0;0;0;0;1;0
11;3;3071633;2019;12;5;2;3;5;3;2;1;1;0;0;0;0;0
11;12;12103218;2019;7;12;6;3;0;2;0;1;1;0;0;0;0;0
11;4;4020313;2019;9;17;5;3;0;5;0;0;1;0;1;0;0;0
11;10;10010204;2019;10;22;4;3;2;6;2;0;1;0;0;0;0;0
11;4;4030417;2019;8;18;5;2;5;2;0;1;1;0;0;0;0;0
11;4;4041137;2019;7;10;6;3;0;7;0;0;0;0;1;0;0;1
11;6;6030503;2019;9;19;5;3;5;2;2;1;1;0;0;0;0;0
11;4;4020313;2019;3;15;4;3;2;6;0;0;1;0;0;0;0;0
11;4;4051551;2019;10;16;3;3;2;6;0;0;1;0;0;0;0;0
11;4;4041137;2019;8;16;5;3;2;6;0;0;1;0;0;0;1;0
11;3;3010101;2019;5;18;5;2;5;3;0;1;1;0;0;0;0;1
11;3;3020203;2019;7;6;6;3;6;2;0;0;0;1;0;1;0;0
11;7;7020203;2019;3;23;4;2;9;1;2;0;1;0;1;0;0;1
11;1;1044102;2019;11;9;7;3;5;3;0;0;1;0;0;0;0;1
11;7;7020203;2019;5;13;5;3;0;7;0;0;0;0;1;0;0;1
11;1;1011102;2019;8;16;5;3;5;7;0;0;1;0;0;0;0;0
11;10;10010309;2019;12;13;4;3;2;6;0;0;1;0;0;1;1;0
11;4;4041137;2019;7;9;6;3;2;6;0;0;1;0;0;0;0;0
11;5;5020524;2019;3;8;4;3;2;6;0;0;1;0;0;0;0;1
11;4;4030622;2019;10;13;6;3;2;6;0;0;1;0;1;0;0;0
11;12;12103117;2019;8;16;5;3;5;7;0;1;1;0;0;0;0;0
11;10;10010204;2019;7;4;6;2;5;3;1;0;1;0;0;0;1;0
11;3;3061429;2019;3;7;4;2;6;4;0;0;1;1;0;0;0;0
11;10;10030727;2019;10;11;3;3;0;1;0;0;0;0;1;0;0;1
11;3;3040818;2019;6;17;4;3;6;3;0;0;1;1;0;0;0;0
11;12;12214424;2019;8;15;5;2;9;1;0;0;0;0;1;0;0;0
11;1;1033203;2019;12;21;4;3;2;6;2;0;1;0;0;0;0;1
11;2;2050602;2019;5;9;5;3;2;6;0;0;1;0;0;0;0;1
11;7;7040406;2019;3;5;4;3;0;7;0;0;1;0;0;0;0;0
11;6;6030503;2019;11;19;7;2;5;3;2;0;1;0;0;0;0;1
11;11;11030721;2019;5;7;5;3;6;7;0;0;1;1;0;0;0;1
11;1;1011204;2019;11;17;4;3;3;6;2;1;1;0;0;0;0;1
11;4;4030724;2019;7;14;5;3;2;6;0;0;1;0;0;0;0;0
11;7;7060601;2019;3;17;4;3;6;7;1;1;0;1;0;0;0;1
11;8;8010510;2019;10;14;7;3;2;6;0;0;1;0;0;0;0;0
11;12;12103115;2019;8;18;5;2;0;6;0;0;0;0;1;0;1;0
11;4;4051656;2019;5;7;5;2;2;6;0;0;1;0;0;0;1;1
11;12;12302211;2019;9;13;5;3;5;7;0;0;1;0;0;0;1;0
11;2;2050803;2019;7;21;5;2;5;2;1;1;1;0;0;0;0;0
11;3;3061131;2019;3;15;3;3;6;4;0;0;1;1;0;0;0;0
11;1;1011104;2019;6;20;7;3;2;6;0;0;1;0;0;0;0;0
11;3;3071639;2019;8;11;5;3;0;4;0;1;0;1;0;0;0;0
11;2;2020202;2019;12;12;1;3;1;1;0;0;1;0;0;0;0;0
11;12;12103219;2019;5;17;5;3;4;6;0;1;0;0;0;0;0;0
11;6;6030503;2019;7;16;5;3;2;2;0;1;0;0;0;0;1;0
11;2;2020202;2019;11;3;1;2;6;4;2;0;1;1;0;0;0;1
11;4;4030417;2019;7;14;5;3;5;2;0;1;1;0;0;0;0;0
11;7;7030303;2019;3;9;3;3;2;6;0;0;1;0;0;0;0;0
11;4;4041133;2019;10;19;1;3;2;6;2;0;1;0;0;0;0;0
11;1;1011303;2019;8;11;5;3;6;7;0;0;0;1;1;0;0;0
11;7;7070701;2019;5;15;4;3;2;6;0;0;1;0;0;0;0;0
11;3;3071638;2019;7;14;5;3;5;2;0;1;1;0;0;0;0;0
11;4;4030417;2019;3;10;3;3;2;6;0;0;1;0;0;0;0;0
11;4;4020313;2019;11;15;3;3;2;6;0;0;1;0;0;0;1;0
11;1;1011303;2019;6;13;3;3;2;6;0;0;1;0;0;0;0;0
11;3;3061429;2019;8;11;5;2;5;2;0;1;1;0;0;0;0;0
11;1;1033203;2019;12;19;7;3;2;6;2;0;1;0;0;0;0;1
11;2;2040703;2019;7;14;5;2;1;5;0;1;0;0;1;0;0;0
11;3;3061131;2019;10;13;3;3;2;6;0;0;1;0;0;0;0;0
11;6;6030503;2019;8;9;5;3;5;2;0;1;1;0;0;0;0;0
11;10;10010204;2019;7;19;4;3;5;3;0;0;1;0;0;0;0;0
11;4;4020208;2019;3;18;2;3;5;3;1;0;1;0;0;0;0;0
11;12;12214422;2019;10;6;2;3;3;6;2;0;1;0;0;1;0;0
11;3;3020209;2019;6;11;1;3;5;2;0;1;1;0;0;0;0;0
11;2;2040701;2019;8;19;5;3;6;7;0;0;0;1;0;0;1;0
11;12;12214125;2019;5;12;4;3;3;6;0;0;1;0;1;0;0;0
11;10;10030726;2019;3;11;2;3;5;2;0;0;1;0;0;0;0;1
11;6;6030503;2019;11;20;4;3;5;2;2;0;1;0;0;0;0;1
11;4;4041134;2019;5;9;4;2;2;6;0;0;1;0;1;0;0;0
11;7;7010104;2019;12;14;2;3;6;4;0;0;1;1;0;0;0;0
11;3;3061228;2019;7;19;4;3;1;5;0;1;0;0;0;0;1;0
11;7;7040402;2019;3;14;2;2;2;6;0;0;1;0;0;0;0;1
11;6;6040703;2019;10;17;4;2;9;1;2;0;1;0;0;0;0;0
11;12;12301204;2019;8;17;4;3;5;3;0;0;1;0;0;0;0;0
11;12;12302212;2019;6;10;4;3;5;3;0;1;1;0;0;0;0;0
11;6;6040703;2019;8;17;4;2;0;7;0;1;0;0;0;0;0;0
11;2;2040703;2019;12;19;1;3;6;6;2;1;0;1;0;0;0;1
11;3;3040818;2019;7;16;4;3;5;3;0;1;1;0;0;0;0;0
11;6;6040701;2019;9;17;4;3;1;1;0;0;1;0;0;0;0;1
11;7;7050501;2019;10;11;4;3;1;5;0;1;1;0;0;0;0;0
11;4;4051656;2019;8;7;4;2;2;6;0;0;0;0;1;0;1;0
11;1;1011202;2019;7;13;4;3;3;6;0;0;1;0;1;0;0;0
11;4;4051655;2019;3;15;2;3;2;6;0;0;1;0;0;0;0;0
11;12;12103218;2019;10;13;3;3;2;6;0;0;1;0;0;1;0;1
11;4;4020310;2019;8;5;4;3;3;6;1;0;1;0;0;0;0;0
11;3;3061434;2019;5;9;4;3;2;6;0;0;1;0;1;0;0;0
11;2;2050601;2019;7;10;4;3;0;5;0;1;0;0;0;0;1;0
11;6;6030503;2019;3;13;2;2;5;3;0;0;1;0;0;0;0;1
11;2;2050602;2019;11;9;5;3;5;3;0;1;1;0;0;0;0;0
11;2;2050602;2019;5;8;4;3;5;3;0;1;1;0;0;0;0;0
11;1;1033203;2019;12;18;3;3;2;6;2;0;1;0;0;0;0;1
11;4;4051551;2019;7;15;4;3;2;6;0;0;1;0;1;0;0;0
11;11;11010101;2019;3;10;1;3;5;2;0;1;1;0;0;0;0;0
11;12;12103117;2019;10;19;5;3;2;6;2;0;1;0;1;0;0;0
11;1;1011303;2019;8;15;4;3;6;6;0;0;0;1;0;0;1;0
11;10;10010309;2019;7;20;3;3;5;3;0;0;1;0;0;0;0;0
11;3;3061126;2019;3;18;1;3;3;6;1;0;1;0;1;0;0;0
11;12;12103218;2019;9;14;2;3;5;2;0;1;0;0;0;1;0;0
11;9;9010301;2019;6;7;4;3;5;2;0;0;1;0;1;0;0;0
11;11;11030721;2019;8;12;4;3;6;4;0;1;0;1;0;0;0;0
11;9;9010101;2019;12;10;7;3;3;6;0;0;1;0;0;0;0;1
11;10;10010308;2019;5;22;4;2;0;1;2;1;0;0;0;0;0;0
11;12;12103219;2019;7;12;3;3;6;4;0;1;0;1;0;0;0;0
11;4;4030622;2019;3;11;7;3;2;6;0;0;1;0;0;0;0;0
11;3;3061332;2019;11;22;6;2;6;7;2;0;1;1;0;0;0;1
11;7;7010104;2019;11;16;3;3;3;6;2;0;1;0;1;0;0;0
11;1;1011102;2019;7;18;3;3;5;2;0;1;1;0;0;0;0;0
11;4;4010101;2019;3;14;7;2;2;6;0;0;1;0;0;0;0;0
11;4;4010101;2019;10;20;5;3;2;6;2;0;1;0;0;0;0;0
11;10;10040933;2019;8;10;4;3;2;6;0;0;0;0;0;1;1;0
11;2;2050601;2019;5;18;4;3;5;2;0;1;1;0;0;0;0;0
11;6;6040703;2019;9;16;4;3;0;7;0;0;1;0;0;0;0;1
11;2;2040703;2019;7;1;3;3;6;4;2;0;1;1;0;0;0;0
11;10;10010310;2019;3;16;7;3;2;4;0;0;1;1;0;1;0;0
11;2;2050602;2019;6;11;6;3;6;4;0;1;0;1;0;0;0;0
11;1;1011105;2019;8;10;4;2;6;4;0;1;0;1;0;0;0;0
11;7;7050502;2019;12;22;6;3;0;1;2;0;0;0;1;0;0;0
11;1;1011102;2019;5;11;3;3;0;7;0;1;0;0;0;0;0;0
11;3;3040818;2019;7;17;2;3;2;6;0;0;1;0;0;0;1;0
11;6;6040701;2019;3;21;7;3;5;3;2;0;1;0;0;0;1;0
11;2;2050602;2019;11;3;7;3;5;3;2;0;1;0;0;0;1;1
11;2;2010101;2019;7;17;2;3;2;6;0;0;1;0;0;0;0;0
11;4;4041134;2019;3;13;6;3;3;6;0;0;1;0;0;0;1;0
11;2;2050602;2019;10;18;6;3;5;2;2;0;1;0;0;0;0;1
11;1;1011202;2019;8;10;4;3;3;6;0;1;1;0;0;0;0;0
11;3;3061429;2019;5;19;3;3;3;6;1;1;0;0;0;0;0;0
11;12;12301203;2019;7;12;2;3;5;3;0;1;1;0;0;0;0;0
11;2;2040501;2019;3;7;6;2;3;5;0;1;0;0;0;1;0;0
11;5;5020524;2019;11;17;2;2;6;4;2;0;1;1;0;0;0;1
11;10;10010206;2019;6;21;3;2;2;6;2;0;1;0;0;0;0;0
11;11;11030721;2019;8;20;3;3;5;2;1;1;1;0;0;0;0;0
11;2;2010101;2019;12;18;6;3;3;6;2;0;1;0;1;0;0;1
11;3;3020209;2019;7;10;2;3;1;5;0;1;1;0;0;0;0;0
11;7;7050502;2019;9;12;4;3;0;1;0;0;0;0;1;0;0;1
11;7;7050506;2019;3;4;6;3;1;5;2;0;1;0;0;0;0;0
11;11;11030721;2019;10;15;2;3;2;6;0;0;1;0;0;0;0;0
11;4;4041134;2019;8;17;3;3;2;6;0;0;1;0;0;0;0;0
11;7;7050502;2019;7;11;2;3;5;3;0;0;1;0;0;0;0;0
11;3;3071639;2019;3;12;6;3;6;4;0;0;1;1;0;0;0;0
11;7;7010104;2019;10;21;7;2;3;6;2;1;1;0;0;0;0;1
11;9;9020601;2019;6;12;7;3;2;2;0;0;1;0;0;0;1;0
11;4;4010101;2019;8;14;3;3;2;6;0;0;1;0;0;0;0;0
11;7;7050502;2019;5;18;3;3;5;2;0;1;1;0;0;0;0;0
11;6;6040702;2019;3;20;5;3;2;6;2;0;1;0;0;0;0;0
11;12;12103115;2019;11;14;3;3;2;6;0;0;1;0;0;0;0;0
11;3;3061131;2019;5;17;3;3;0;6;0;0;1;0;0;0;1;0
11;4;4020313;2019;12;12;1;3;2;6;0;0;1;0;0;0;0;0
11;7;7070706;2019;7;11;2;3;5;3;0;1;0;0;0;0;0;0
11;12;12214527;2019;3;15;5;2;2;6;0;0;1;0;0;0;0;0
11;2;2010101;2019;10;18;3;3;5;3;1;1;1;0;0;0;0;0
11;4;4030623;2019;8;9;3;3;5;5;0;0;1;0;0;0;0;0
11;12;12301203;2019;9;11;4;3;2;6;0;0;1;0;0;0;1;1
11;1;1044102;2019;7;9;2;2;5;3;0;1;1;0;0;0;0;0
11;2;2050602;2019;3;13;5;3;2;6;0;0;1;0;0;0;0;0
11;1;1011303;2019;9;15;7;3;2;6;0;0;1;0;1;0;0;1
11;2;2050602;2019;6;16;3;2;0;6;0;0;1;0;1;0;0;0
11;7;7030303;2019;8;18;3;3;2;6;0;0;1;0;0;0;0;0
11;2;2050602;2019;12;7;4;3;5;2;2;1;1;0;0;0;0;0
11;4;4020310;2019;5;13;3;3;3;6;0;0;1;0;0;1;0;0
11;2;2050803;2019;7;15;2;3;0;5;0;1;0;0;0;0;1;0
11;7;7020202;2019;3;8;5;2;5;2;0;0;1;0;1;0;0;0
11;12;12302212;2019;11;6;4;2;6;2;2;0;1;1;0;0;0;0
11;6;6030503;2019;11;13;1;3;5;3;0;0;1;0;0;0;0;0
11;1;1011303;2019;7;14;2;3;0;1;0;1;0;0;0;0;0;0
11;3;3040818;2019;3;8;4;3;2;6;0;1;1;0;0;0;0;0
11;3;3010104;2019;10;19;4;3;0;7;2;0;1;0;0;0;0;1
11;4;4061757;2019;8;18;3;3;3;6;0;0;1;0;0;0;0;0
11;1;1011102;2019;5;9;3;3;3;6;0;1;0;0;0;0;0;0
11;4;4030724;2019;9;11;4;3;2;6;0;0;1;0;0;0;0;1
11;3;3061332;2019;6;18;1;3;5;2;0;1;1;0;0;0;0;0
11;3;3030716;2019;3;12;4;2;4;6;0;0;1;0;0;0;0;0
11;2;2020202;2019;6;18;5;3;3;6;0;0;0;0;1;0;1;0
11;12;12301205;2019;8;9;3;2;5;3;0;0;1;0;1;0;0;0
11;3;3061332;2019;12;16;3;3;1;5;2;1;0;0;0;0;1;1
11;3;3040818;2019;5;7;3;3;5;2;0;1;1;0;0;0;0;0
11;10;10040830;2019;6;12;1;3;2;6;0;0;1;0;0;0;0;0
11;7;7050502;2019;9;15;4;3;3;6;0;0;0;0;0;1;1;1
11;4;4051656;2019;9;7;3;3;2;6;0;0;1;0;0;0;0;0
11;3;3010104;2019;6;11;1;3;2;6;0;0;1;0;0;0;0;0
11;2;2050601;2019;3;8;3;3;5;2;0;1;1;0;0;0;0;0
11;4;4020314;2019;9;15;1;3;9;1;0;0;1;0;0;0;0;1
11;1;1011202;2019;6;12;4;3;3;6;0;1;0;0;0;0;1;0
11;4;4020313;2019;8;9;3;3;5;2;0;0;1;0;0;0;0;0
11;7;7050501;2019;12;17;6;3;2;6;2;0;1;0;0;0;0;0
11;1;1011204;2019;5;14;3;3;5;3;0;0;1;0;0;0;1;0
11;7;7030303;2019;6;1;7;3;8;1;2;0;1;0;0;0;0;0
11;2;2020202;2019;3;8;3;2;1;5;0;0;1;0;1;0;0;0
11;4;4020314;2019;11;23;5;3;3;6;2;0;1;0;0;0;0;0
11;6;6040703;2019;8;16;2;3;2;6;0;0;1;0;0;0;0;0
11;1;1033203;2019;11;11;3;3;2;2;0;0;1;0;0;1;0;0
11;7;7050506;2019;6;23;6;3;3;6;2;0;1;0;1;0;0;0
11;2;2050602;2019;3;15;3;3;6;6;0;1;0;1;0;0;0;0
11;12;12302212;2019;10;11;5;3;2;6;0;0;1;0;0;0;0;0
11;2;2040703;2019;8;17;2;3;4;6;0;1;0;0;0;0;0;0
11;10;10030726;2019;5;13;2;3;3;6;0;0;1;0;1;0;0;0
11;7;7050502;2019;9;14;3;3;0;7;0;0;0;1;0;0;1;0
11;1;1011303;2019;6;10;6;3;5;2;0;1;1;0;0;0;0;0
11;1;1011204;2019;3;9;2;2;6;4;0;0;0;1;0;0;1;0
11;1;1011102;2019;6;16;5;3;1;5;0;1;1;0;0;0;0;0
11;9;9010401;2019;8;17;2;3;3;6;0;0;1;0;1;0;0;0
11;3;3061332;2019;12;16;6;3;6;2;1;0;1;1;0;0;0;0
